epoch,loss,pearson_metric,val_loss,val_pearson_metric
46,-0.19613996148109436,0.19613996148109436,-0.18249650299549103,0.18249650299549103
47,-0.19616106152534485,0.19616106152534485,-0.18210847675800323,0.18210847675800323
48,-0.1964501440525055,0.1964501440525055,-0.18202200531959534,0.18202200531959534
49,-0.19665662944316864,0.19665662944316864,-0.1820610910654068,0.1820610910654068
50,-0.19833579659461975,0.19833579659461975,-0.1841760128736496,0.1841760128736496
51,-0.19892767071723938,0.19892767071723938,-0.184644415974617,0.184644415974617
52,-0.19907481968402863,0.19907481968402863,-0.18554475903511047,0.18554475903511047
53,-0.19919665157794952,0.19919665157794952,-0.18473728001117706,0.18473728001117706
54,-0.19940249621868134,0.19940249621868134,-0.18461057543754578,0.18461057543754578
55,-0.19971789419651031,0.19971789419651031,-0.1839335858821869,0.1839335858821869
56,-0.1994735300540924,0.1994735300540924,-0.18554478883743286,0.18554478883743286
57,-0.1998460590839386,0.1998460590839386,-0.18570512533187866,0.18570512533187866
58,-0.20005710422992706,0.20005710422992706,-0.18624910712242126,0.18624910712242126
59,-0.20015694200992584,0.20015694200992584,-0.18578167259693146,0.18578167259693146
60,-0.20025648176670074,0.20025648176670074,-0.185848668217659,0.185848668217659
61,-0.20040108263492584,0.20040108263492584,-0.18397276103496552,0.18397276103496552
62,-0.20030663907527924,0.20030663907527924,-0.18478451669216156,0.18478451669216156
63,-0.2006109356880188,0.2006109356880188,-0.18439705669879913,0.18439705669879913
64,-0.20153819024562836,0.20153819024562836,-0.1869560033082962,0.1869560033082962
65,-0.20196740329265594,0.20196740329265594,-0.18767112493515015,0.18767112493515015
66,-0.20167091488838196,0.20167091488838196,-0.1871800720691681,0.1871800720691681
67,-0.20213477313518524,0.20213477313518524,-0.1875387728214264,0.1875387728214264
68,-0.2022351324558258,0.2022351324558258,-0.18794912099838257,0.18794912099838257
69,-0.20212039351463318,0.20212039351463318,-0.18760207295417786,0.18760207295417786
70,-0.20227262377738953,0.20227262377738953,-0.18755066394805908,0.18755066394805908
71,-0.20249348878860474,0.20249348878860474,-0.18700727820396423,0.18700727820396423
72,-0.20252859592437744,0.20252859592437744,-0.18580502271652222,0.18580502271652222
73,-0.20260658860206604,0.20260658860206604,-0.18754614889621735,0.18754614889621735
74,-0.20281490683555603,0.20281490683555603,-0.18821308016777039,0.18821308016777039
75,-0.20288603007793427,0.20288603007793427,-0.18775278329849243,0.18775278329849243
76,-0.20296069979667664,0.20296069979667664,-0.18808256089687347,0.18808256089687347
77,-0.20299512147903442,0.20299512147903442,-0.18832097947597504,0.18832097947597504
78,-0.20316649973392487,0.20316649973392487,-0.18766163289546967,0.18766163289546967
79,-0.20324501395225525,0.20324501395225525,-0.18783408403396606,0.18783408403396606
80,-0.2031586766242981,0.2031586766242981,-0.18773649632930756,0.18773649632930756
81,-0.2033417969942093,0.2033417969942093,-0.18582111597061157,0.18582111597061157
82,-0.20365643501281738,0.20365643501281738,-0.18757900595664978,0.18757900595664978
83,-0.20339658856391907,0.20339658856391907,-0.18756842613220215,0.18756842613220215
84,-0.20351870357990265,0.20351870357990265,-0.18789370357990265,0.18789370357990265
85,-0.2035924643278122,0.2035924643278122,-0.18840962648391724,0.18840962648391724
86,-0.20372307300567627,0.20372307300567627,-0.18773916363716125,0.18773916363716125
87,-0.20380383729934692,0.20380383729934692,-0.1880066841840744,0.1880066841840744
88,-0.203716441988945,0.203716441988945,-0.18829689919948578,0.18829689919948578
89,-0.20379450917243958,0.20379450917243958,-0.18864957988262177,0.18864957988262177
90,-0.20379631221294403,0.20379631221294403,-0.1881844699382782,0.1881844699382782
91,-0.20382285118103027,0.20382285118103027,-0.18783506751060486,0.18783506751060486
92,-0.2039337456226349,0.2039337456226349,-0.18750189244747162,0.18750189244747162
93,-0.20409801602363586,0.20409801602363586,-0.18810373544692993,0.18810373544692993
94,-0.2039249837398529,0.2039249837398529,-0.1888544112443924,0.1888544112443924
95,-0.2042214423418045,0.2042214423418045,-0.18746677041053772,0.18746677041053772
96,-0.20417283475399017,0.20417283475399017,-0.18807710707187653,0.18807710707187653
97,-0.2041448950767517,0.2041448950767517,-0.18893007934093475,0.18893007934093475
98,-0.20432846248149872,0.20432846248149872,-0.18823286890983582,0.18823286890983582
99,-0.20430974662303925,0.20430974662303925,-0.1885124146938324,0.1885124146938324
